provider,hospital,hospcity,hospstate,hsanum,hsacity,hsastate,hrrnum,hrrcity,hrrstate
310031,Deborah Heart and Lung Center,Browns Mills,NJ,31032,Mount Holly,NJ,283,Camden,NJ
310032,South Jersey Healthcare-Regional,Vineland,NJ,31065,Vineland,NJ,283,Camden,NJ
310034,Riverview Medical Center,Red Bank,NJ,31049,Red Bank,NJ,283,Camden,NJ
310038,RWJ University Hosp-New Brunswick,New Brunswick,NJ,31034,New Brunswick,NJ,288,New Brunswick,NJ
310039,Raritan Bay Medical Center,Perth Amboy,NJ,31042,Perth Amboy,NJ,288,New Brunswick,NJ
310040,Hoboken University Med Ctr,Hoboken,NJ,31020,Hoboken,NJ,284,Hackensack,NJ
310041,Community Medical Center,Toms River,NJ,31062,Toms River,NJ,283,Camden,NJ
310044,Capital Health - Mercer Campus,Pennington,NJ,31063,Trenton,NJ,356,Philadelphia,PA
310045,Englewood Hospital and Med Ctr,Englewood,NJ,31013,Englewood,NJ,284,Hackensack,NJ
310047,Shore Memorial Hospital,Somers Point,NJ,31055,Somers Point,NJ,283,Camden,NJ
310048,Somerset Medical Center,Somerville,NJ,31056,Somerville,NJ,288,New Brunswick,NJ
310050,St. Clare's Health Sys-Denville,Denville,NJ,31007,Denville,NJ,285,Morristown,NJ
310051,Overlook Medical Center,Summit,NJ,31059,Summit,NJ,285,Morristown,NJ
310052,Ocean Medical Center,Brick,NJ,31045,Point Pleasant,NJ,283,Camden,NJ
310054,Mountainside Hospital,Montclair,NJ,31030,Montclair,NJ,289,Newark,NJ
310057,Virtua Memorial,Mount Holly,NJ,31032,Mount Holly,NJ,283,Camden,NJ
310058,Bergen Regional Medical Center,Paramus,NJ,31039,Paramus,NJ,284,Hackensack,NJ
310060,Warren Hospital,Phillipsburg,NJ,31043,Phillipsburg,NJ,346,Allentown,PA
310061,Lourdes Med Ctr of Burlington Cty,Willingboro,NJ,31068,Willingboro,NJ,283,Camden,NJ
310064,AtlantiCare Regional Med Ctr,Atlantic City,NJ,31001,Atlantic City,NJ,283,Camden,NJ
310069,South Jersey Healthcare-Elmer Hosp,Elmer,NJ,31012,Elmer,NJ,283,Camden,NJ
310070,St. Peter's University Hosp,New Brunswick,NJ,31034,New Brunswick,NJ,288,New Brunswick,NJ
310073,Jersey Shore University Med Ctr,Neptune,NJ,31033,Neptune,NJ,283,Camden,NJ
310074,LibertyHealth-Jersey City Med Ctr,Jersey City,NJ,31023,Jersey City,NJ,289,Newark,NJ
310075,Monmouth Medical Center,Long Branch,NJ,31027,Long Branch,NJ,283,Camden,NJ
310076,St. Barnabas Medical Center,Livingston,NJ,31026,Livingston,NJ,289,Newark,NJ
310081,Underwood-Memorial Hospital,Woodbury,NJ,31069,Woodbury,NJ,356,Philadelphia,PA
310083,East Orange General Hospital,East Orange,NJ,31038,Orange,NJ,289,Newark,NJ
310084,Kimball Medical Center,Lakewood,NJ,31025,Lakewood,NJ,283,Camden,NJ
310086,Kennedy Mem Hosps-Univ Med Ctr,Stratford,NJ,31058,Stratford,NJ,283,Camden,NJ
310091,Memorial Hosp of Salem County,Salem,NJ,31053,Salem,NJ,112,Wilmington,DE
310092,Capital Health Reg Med Ctr-Trenton,Trenton,NJ,31063,Trenton,NJ,356,Philadelphia,PA
310096,St. Michael's Medical Center,Newark,NJ,31035,Newark,NJ,289,Newark,NJ
310108,JFK Medical Center,Edison,NJ,31010,Edison,NJ,288,New Brunswick,NJ
310110,RWJ University Hosp-Hamilton,Hamilton,NJ,31063,Trenton,NJ,356,Philadelphia,PA
310111,CentraState Healthcare System,Freehold,NJ,31015,Freehold,NJ,283,Camden,NJ
310112,Bayshore Community Hospital,Holmdel,NJ,31021,Holmdel,NJ,283,Camden,NJ
310113,Southern Ocean Medical Center,Manahawkin,NJ,31028,Manahawkin,NJ,283,Camden,NJ
310115,Hackettstown Regional Med Ctr,Hackettstown,NJ,31017,Hackettstown,NJ,285,Morristown,NJ
310118,Meadowlands Hospital Med Ctr,Secaucus,NJ,31054,Secaucus,NJ,284,Hackensack,NJ
310119,UMDNJ University Hospital,Newark,NJ,31035,Newark,NJ,289,Newark,NJ
310120,St. Clare's Hospital-Sussex,Sussex,NJ,31060,Sussex,NJ,285,Morristown,NJ
312023,Acuity Specialty Hosp of NJ,Atlantic City,NJ,31001,Atlantic City,NJ,283,Camden,NJ
320001,University of New Mexico Hosps,Albuquerque,NM,32002,Albuquerque,NM,293,Albuquerque,NM
320002,CHRISTUS St. Vincent Reg Med Ctr,Santa Fe,NM,32023,Santa Fe,NM,293,Albuquerque,NM
320003,Alta Vista Regional Hospital,Las Vegas,NM,32016,Las Vegas,NM,293,Albuquerque,NM
320004,Gerald Champion Regional Med Ctr,Alamogordo,NM,32001,Alamogordo,NM,393,El Paso,TX
320005,San Juan Regional Medical Center,Farmington,NM,32010,Farmington,NM,293,Albuquerque,NM
320006,Eastern New Mexico Med Ctr,Roswell,NM,32021,Roswell,NM,293,Albuquerque,NM
320009,Lovelace Medical Center-Downtown,Albuquerque,NM,32002,Albuquerque,NM,293,Albuquerque,NM
320011,Espanola Hospital,Espanola,NM,32009,Espanola,NM,293,Albuquerque,NM
320013,Holy Cross Hospital,Taos,NM,32027,Taos,NM,293,Albuquerque,NM
320014,Mimbres Memorial Hospital,Deming,NM,32008,Deming,NM,393,El Paso,TX
320016,Gila Regional Medical Center,Silver City,NM,32025,Silver City,NM,293,Albuquerque,NM
320017,Lovelace Women's Hospital,Albuquerque,NM,32002,Albuquerque,NM,293,Albuquerque,NM
320018,Memorial Medical Center,Las Cruces,NM,32015,Las Cruces,NM,393,El Paso,TX
320021,Presbyterian Hospital,Albuquerque,NM,32002,Albuquerque,NM,293,Albuquerque,NM
320022,Plains Regional Medical Center,Clovis,NM,32007,Clovis,NM,400,Lubbock,TX
320030,Artesia General Hospital,Artesia,NM,32003,Artesia,NM,293,Albuquerque,NM
320033,Los Alamos Medical Center,Los Alamos,NM,32017,Los Alamos,NM,293,Albuquerque,NM
320037,Cibola General Hospital,Grants,NM,32013,Grants/San Fidel,NM,293,Albuquerque,NM
320038,Rehoboth McKinley Christian,Gallup,NM,32012,Gallup/Crownpoint,NM,293,Albuquerque,NM
320057,PHS Santa Fe Indian Hospital,Santa Fe,NM,32023,Santa Fe,NM,293,Albuquerque,NM
320058,Mescalero Public Hlth Svc Indian,Mescalero,NM,32031,Mescalero,NM,293,Albuquerque,NM
320059,Northern Navajo Medical Center,Shiprock,NM,32033,Shiprock,NM,293,Albuquerque,NM
320060,US Pub Hlth Svc Indian-Zuni,Zuni,NM,32034,Zuni,NM,293,Albuquerque,NM
320061,Gallup Indian Medical Center,Gallup,NM,32012,Gallup/Crownpoint,NM,293,Albuquerque,NM
320062,US Pub Hlth Svc Indian-Crownpoint,Crownpoint,NM,32012,Gallup/Crownpoint,NM,293,Albuquerque,NM
320063,Carlsbad Medical Center,Carlsbad,NM,32005,Carlsbad,NM,400,Lubbock,TX
320065,Lea Regional Medical Center,Hobbs,NM,32014,Hobbs,NM,400,Lubbock,TX
320067,Guadalupe County Hospital,Santa Rosa,NM,32024,Santa Rosa,NM,293,Albuquerque,NM
320070,Acoma-Canoncito-Laguna Hospital,San Fidel,NM,32013,Grants/San Fidel,NM,293,Albuquerque,NM
320074,Lovelace Westside Hospital,Albuquerque,NM,32002,Albuquerque,NM,293,Albuquerque,NM
320083,Heart Hospital of New Mexico,Albuquerque,NM,32002,Albuquerque,NM,293,Albuquerque,NM
320084,Roosevelt General Hospital,Portales,NM,32019,Portales,NM,400,Lubbock,TX
320085,MountainView Regional Med Ctr,Las Cruces,NM,32015,Las Cruces,NM,393,El Paso,TX
320086,Roswell Regional Hospital,Roswell,NM,32021,Roswell,NM,293,Albuquerque,NM
320087,Physicians Med Ctr of Santa Fe,Santa Fe,NM,32023,Santa Fe,NM,293,Albuquerque,NM
321300,Sierra Vista Hospital,Truth or Consequences,NM,32028,Truth or Consequences,NM,393,El Paso,TX
321301,Socorro General Hospital,Socorro,NM,32026,Socorro,NM,293,Albuquerque,NM
321302,Dr. Dan C. Trigg Memorial Hosp,Tucumcari,NM,32029,Tucumcari,NM,383,Amarillo,TX
321304,Union County General Hospital,Clayton,NM,32006,Clayton,NM,293,Albuquerque,NM
321305,Nor-Lea General Hospital,Lovington,NM,45168,Lubbock,TX,400,Lubbock,TX
321306,Lincoln County Medical Center,Ruidoso,NM,32022,Ruidoso,NM,293,Albuquerque,NM
321307,Miners' Colfax Medical Center,Raton,NM,32020,Raton,NM,293,Albuquerque,NM
322004,Advanced Care Hosp of Southern NM,Las Cruces,NM,32015,Las Cruces,NM,393,El Paso,TX
330002,Peninsula Hospital Center,Far Rockaway,NY,33038,Far Rockaway,NY,301,East Long Island,NY
330003,Albany Memorial Hospital,Albany,NY,33001,Albany,NY,295,Albany,NY
330004,Kingston Hospital,Kingston,NY,33060,Kingston,NY,295,Albany,NY
330005,Kaleida Health,Buffalo,NY,33015,Buffalo,NY,299,Buffalo,NY
330006,St. Joseph's Med Ctr-Yonkers,Yonkers,NY,33140,Yonkers,NY,308,White Plains,NY
330008,Wyoming County Community Hosp,Warsaw,NY,33132,Warsaw,NY,304,Rochester,NY
330009,Bronx-Lebanon Hospital Center,Bronx,NY,33012,Bronx,NY,297,Bronx,NY
330011,Our Lady of Lourdes Mem Hosp,Binghamton,NY,33010,Binghamton,NY,296,Binghamton,NY
330013,Albany Medical Center,Albany,NY,33001,Albany,NY,295,Albany,NY
330014,Jamaica Hospital Medical Center,Jamaica,NY,33057,Jamaica,NY,301,East Long Island,NY
330019,New York Community Hospital,Brooklyn,NY,33014,Brooklyn,NY,303,Manhattan,NY
330023,Vassar Brothers Medical Center,Poughkeepsie,NY,33104,Poughkeepsie,NY,295,Albany,NY
330024,Mount Sinai Hospital,New York,NY,33080,Manhattan,NY,303,Manhattan,NY
330027,Nassau University Medical Center,East Meadow,NY,33034,East Meadow,NY,301,East Long Island,NY
330028,Richmond University Med Ctr,Staten Island,NY,33121,Staten Island,NY,303,Manhattan,NY
330029,Sheehan Memorial Hospital,Buffalo,NY,33015,Buffalo,NY,299,Buffalo,NY
330030,Newark-Wayne Community Hospital,Newark,NY,33081,Newark,NY,304,Rochester,NY
330033,Chenango Memorial Hospital,Norwich,NY,33087,Norwich,NY,296,Binghamton,NY
330037,Lakeside Memorial Hospital,Brockport,NY,33011,Brockport,NY,304,Rochester,NY
330043,Southside Hospital,Bay Shore,NY,33008,Bay Shore,NY,301,East Long Island,NY
330044,Faxton-St. Luke's Healthcare,Utica,NY,33128,Utica,NY,300,Elmira,NY
330045,Huntington Hospital,Huntington,NY,33053,Huntington,NY,301,East Long Island,NY
330046,St. Luke's-Roosevelt Hosp Center,New York,NY,33080,Manhattan,NY,303,Manhattan,NY
330047,St. Mary's Healthcare-Amsterdam,Amsterdam,NY,33004,Amsterdam,NY,295,Albany,NY
330049,Northern Dutchess Hospital,Rhinebeck,NY,33105,Rhinebeck,NY,295,Albany,NY
330053,Medina Memorial Hospital,Medina,NY,33073,Medina,NY,299,Buffalo,NY
330055,New York Hospital Queens,Flushing,NY,33039,Flushing,NY,301,East Long Island,NY
330056,Brooklyn Hospital Center,Brooklyn,NY,33014,Brooklyn,NY,303,Manhattan,NY
330057,St. Peter's Hospital,Albany,NY,33001,Albany,NY,295,Albany,NY
330058,Geneva General Hospital,Geneva,NY,33041,Geneva,NY,304,Rochester,NY
330059,Montefiore Medical Center,Bronx,NY,33012,Bronx,NY,297,Bronx,NY
330061,Lawrence Hospital Center,Bronxville,NY,33013,Bronxville,NY,308,White Plains,NY
330064,New York Downtown Hospital,New York,NY,33080,Manhattan,NY,303,Manhattan,NY
330065,Niagara Falls Memorial Med Ctr,Niagara Falls,NY,33084,Niagara Falls,NY,299,Buffalo,NY
330067,St. Francis Hospital-Poughkeepsie,Poughkeepsie,NY,33104,Poughkeepsie,NY,295,Albany,NY
330073,United Memorial Medical Center,Batavia,NY,33006,Batavia,NY,299,Buffalo,NY
330074,Thompson Health,Canandaigua,NY,33017,Canandaigua,NY,304,Rochester,NY
330078,Sisters of Charity Hosp of Buffalo,Buffalo,NY,33015,Buffalo,NY,299,Buffalo,NY
330079,Adirondack Medical Center,Saranac Lake,NY,33111,Saranac Lake,NY,424,Burlington,VT
330080,Lincoln Med and Mental Hlth Ctr,Bronx,NY,33012,Bronx,NY,297,Bronx,NY
330084,Alice Hyde Medical Center,Malone,NY,33069,Malone,NY,424,Burlington,VT
330085,Aurelia Osborn Fox Memorial Hosp,Oneonta,NY,33093,Oneonta,NY,296,Binghamton,NY
330086,Mount Vernon Hospital,Mount Vernon,NY,33078,Mount Vernon,NY,308,White Plains,NY
330088,Eastern Long Island Hospital,Greenport,NY,33048,Greenport,NY,301,East Long Island,NY
330090,Arnot Ogden Medical Center,Elmira,NY,33037,Elmira,NY,300,Elmira,NY
330094,Columbia Memorial Hospital,Hudson,NY,33020,Catskill,NY,295,Albany,NY
330096,Jones Memorial Hospital,Wellsville,NY,33136,Wellsville,NY,304,Rochester,NY
330100,New York Eye and Ear Infirmary,New York,NY,33080,Manhattan,NY,303,Manhattan,NY
330101,New York-Presbyterian Hospital,New York,NY,33080,Manhattan,NY,303,Manhattan,NY
330102,Kenmore Mercy Hospital,Kenmore,NY,33059,Kenmore,NY,299,Buffalo,NY
330103,Olean General Hospital,Olean,NY,33091,Olean,NY,299,Buffalo,NY
330104,Nyack Hospital,Nyack,NY,33088,Nyack,NY,284,Hackensack,NJ
330106,North Shore Univ Hosp-Manhasset,Manhasset,NY,33070,Manhasset,NY,301,East Long Island,NY
330107,Peconic Bay Medical Center,Riverhead,NY,33106,Riverhead,NY,301,East Long Island,NY
330108,St. Joseph's Hospital-Elmira,Elmira,NY,33037,Elmira,NY,300,Elmira,NY
330111,Bertrand Chaffee Hospital,Springville,NY,33119,Springville,NY,299,Buffalo,NY
330115,Oneida Healthcare Center,Oneida,NY,33092,Oneida,NY,307,Syracuse,NY
330119,Lenox Hill Hospital,New York,NY,33080,Manhattan,NY,303,Manhattan,NY
330125,Rochester General Hospital,Rochester,NY,33107,Rochester,NY,304,Rochester,NY
330126,Orange Regional Medical Center,Middletown,NY,33074,Middletown,NY,308,White Plains,NY
330127,Jacobi Medical Center,Bronx,NY,33012,Bronx,NY,297,Bronx,NY
330128,Elmhurst Hospital Center,Elmhurst,NY,33039,Flushing,NY,301,East Long Island,NY
330132,TLC Health Network,Gowanda,NY,33047,Gowanda,NY,299,Buffalo,NY
330135,Bon Secours Community Hospital,Port Jervis,NY,33102,Port Jervis,NY,285,Morristown,NJ
330136,Bassett Medical Center,Cooperstown,NY,33025,Cooperstown,NY,295,Albany,NY
330140,St. Joseph's Hospital-Syracuse,Syracuse,NY,33125,Syracuse,NY,307,Syracuse,NY
330141,Brookhaven Memorial Hosp Med Ctr,Patchogue,NY,33095,Patchogue,NY,301,East Long Island,NY
330144,Ira Davenport Memorial Hospital,Bath,NY,33007,Bath,NY,304,Rochester,NY
330151,St. James Mercy Health System,Hornell,NY,33052,Hornell,NY,304,Rochester,NY
330152,Univ Hosp of Brooklyn/Long Island,Brooklyn,NY,33014,Brooklyn,NY,303,Manhattan,NY
330153,Ellis Hospital,Schenectady,NY,33113,Schenectady,NY,295,Albany,NY
330154,Mem Sloan-Kettering Cancer Ctr,New York,NY,33080,Manhattan,NY,303,Manhattan,NY
330157,Samaritan Med Ctr-Watertown,Watertown,NY,33135,Watertown,NY,307,Syracuse,NY
330158,Good Samaritan Hosp-Suffern,Suffern,NY,33123,Suffern,NY,292,Ridgewood,NJ
330159,Comm-General Hosp/Greater Syracuse,Syracuse,NY,33125,Syracuse,NY,307,Syracuse,NY
330160,Staten Island University Hosp,Staten Island,NY,33121,Staten Island,NY,303,Manhattan,NY
330162,Northern Westchester Hospital,Mount Kisco,NY,33077,Mount Kisco,NY,308,White Plains,NY
330163,Eastern Niagara Health System,Lockport,NY,33065,Lockport,NY,299,Buffalo,NY
330164,Highland Hospital of Rochester,Rochester,NY,33107,Rochester,NY,304,Rochester,NY
330166,Westfield Memorial Hospital,Westfield,NY,33138,Westfield,NY,351,Erie,PA
330167,Winthrop-University Hospital,Mineola,NY,33075,Mineola,NY,301,East Long Island,NY
330169,Beth Israel Medical Center,New York,NY,33080,Manhattan,NY,303,Manhattan,NY
330175,Cortland Regional Medical Center,Cortland,NY,33029,Cortland,NY,307,Syracuse,NY
330177,Edward John Noble Hosp-Gouverneur,Gouverneur,NY,33046,Gouverneur,NY,307,Syracuse,NY
330180,Samaritan Hospital-Troy,Troy,NY,33127,Troy,NY,295,Albany,NY
330181,Glen Cove Hospital,Glen Cove,NY,33042,Glen Cove,NY,301,East Long Island,NY
330182,St. Francis Hospital-Roslyn,Roslyn,NY,33070,Manhasset,NY,301,East Long Island,NY
330184,Sound Shore Med Ctr of Westchester,New Rochelle,NY,33079,New Rochelle,NY,297,Bronx,NY
330185,John T. Mather Memorial Hospital,Port Jefferson,NY,33101,Port Jefferson,NY,301,East Long Island,NY
330188,Mount St. Mary's Hosp and Hlth Ctr,Lewiston,NY,33063,Lewiston,NY,299,Buffalo,NY
330191,Glens Falls Hospital,Glens Falls,NY,33043,Glens Falls,NY,295,Albany,NY
330193,Flushing Hospital Medical Center,Flushing,NY,33039,Flushing,NY,301,East Long Island,NY
330194,Maimonides Medical Center,Brooklyn,NY,33014,Brooklyn,NY,303,Manhattan,NY
330195,Long Island Jewish Med Ctr,New Hyde Park,NY,33075,Mineola,NY,301,East Long Island,NY
330196,Coney Island Hospital,Brooklyn,NY,33014,Brooklyn,NY,303,Manhattan,NY
330197,Canton-Potsdam Hospital,Potsdam,NY,33103,Potsdam,NY,424,Burlington,VT
330198,South Nassau Communities Hosp,Oceanside,NY,33089,Oceanside,NY,301,East Long Island,NY
330199,Metropolitan Hospital Center,New York,NY,33080,Manhattan,NY,303,Manhattan,NY
330201,Kingsbrook Jewish Medical Center,Brooklyn,NY,33014,Brooklyn,NY,303,Manhattan,NY
330202,Kings County Hospital Center,Brooklyn,NY,33014,Brooklyn,NY,303,Manhattan,NY
330203,Crouse Hospital,Syracuse,NY,33125,Syracuse,NY,307,Syracuse,NY
330204,Bellevue Hospital Center,New York,NY,33080,Manhattan,NY,303,Manhattan,NY
330205,St. Anthony Community Hospital,Warwick,NY,33133,Warwick,NY,292,Ridgewood,NJ
330208,St. John's Riverside Hospital,Yonkers,NY,33140,Yonkers,NY,308,White Plains,NY
330211,Claxton-Hepburn Medical Center,Ogdensburg,NY,33090,Ogdensburg,NY,307,Syracuse,NY
330213,Lewis County General Hospital,Lowville,NY,33068,Lowville,NY,307,Syracuse,NY
330214,NYU Langone Medical Center,New York,NY,33080,Manhattan,NY,303,Manhattan,NY
330215,Rome Memorial Hospital,Rome,NY,33109,Rome,NY,307,Syracuse,NY
330218,Oswego Hospital,Oswego,NY,33094,Oswego,NY,307,Syracuse,NY
330219,Erie County Medical Center,Buffalo,NY,33015,Buffalo,NY,299,Buffalo,NY
330221,Wyckoff Heights Medical Center,Brooklyn,NY,33014,Brooklyn,NY,303,Manhattan,NY
330222,Saratoga Hospital,Saratoga Springs,NY,33112,Saratoga Springs,NY,295,Albany,NY
330223,Massena Memorial Hospital,Massena,NY,33072,Massena,NY,424,Burlington,VT
330224,Benedictine Hospital,Kingston,NY,33060,Kingston,NY,295,Albany,NY
330225,Long Beach Medical Center,Long Beach,NY,33066,Long Beach,NY,303,Manhattan,NY
330226,Unity Hospital,Rochester,NY,33107,Rochester,NY,304,Rochester,NY
330229,Brooks Memorial Hospital,Dunkirk,NY,33033,Dunkirk,NY,299,Buffalo,NY
330231,Queens Hospital Center,Jamaica,NY,33057,Jamaica,NY,301,East Long Island,NY
330232,St. Mary's Hospital-Troy,Troy,NY,33127,Troy,NY,295,Albany,NY
330233,Brookdale Hospital Med Ctr,Brooklyn,NY,33014,Brooklyn,NY,303,Manhattan,NY
330234,Westchester Medical Center,Valhalla,NY,33139,White Plains,NY,308,White Plains,NY
330235,Auburn Memorial Hospital,Auburn,NY,33005,Auburn,NY,307,Syracuse,NY
330236,New York Methodist Hospital,Brooklyn,NY,33014,Brooklyn,NY,303,Manhattan,NY
330238,Nicholas H. Noyes Memorial Hosp,Dansville,NY,33031,Dansville,NY,304,Rochester,NY
330239,Woman's Christian Association Hosp,Jamestown,NY,33058,Jamestown,NY,351,Erie,PA
330240,Harlem Hospital Center,New York,NY,33080,Manhattan,NY,303,Manhattan,NY
330241,Upstate Medical University,Syracuse,NY,33125,Syracuse,NY,307,Syracuse,NY
330245,St. Elizabeth Medical Center,Utica,NY,33128,Utica,NY,300,Elmira,NY
330246,St. Charles Hospital,Port Jefferson,NY,33101,Port Jefferson,NY,301,East Long Island,NY
330249,Community Memorial Hospital,Hamilton,NY,33049,Hamilton,NY,307,Syracuse,NY
330250,Champlain Valley Physicians Hosp,Plattsburgh,NY,33099,Plattsburgh,NY,424,Burlington,VT
330259,Mercy Med Ctr-Rockville Center,Rockville Centre,NY,33108,Rockville Centre,NY,301,East Long Island,NY
330261,Phelps Memorial Hospital Center,Sleepy Hollow,NY,33085,North Tarrytown,NY,308,White Plains,NY
330263,Carthage Area Hospital,Carthage,NY,33019,Carthage,NY,307,Syracuse,NY
330264,St. Luke's Cornwall Hospital,Newburgh,NY,33082,Newburgh,NY,308,White Plains,NY
330265,Clifton Springs Hosp and Clinic,Clifton Springs,NY,33022,Clifton Springs,NY,304,Rochester,NY
330267,Hudson Valley Hospital Center,Cortlandt Manor,NY,33096,Peekskill,NY,308,White Plains,NY
330268,Cobleskill Regional Hospital,Cobleskill,NY,33023,Cobleskill,NY,295,Albany,NY
330270,Hospital for Special Surgery,New York,NY,33080,Manhattan,NY,303,Manhattan,NY
330273,Putnam Hospital Center,Carmel,NY,33018,Carmel,NY,111,New Haven,CT
330276,Nathan Littauer Hosp/Nursing Home,Gloversville,NY,33044,Gloversville,NY,295,Albany,NY
330277,Corning Hospital,Corning,NY,33027,Corning,NY,359,Sayre,PA
330279,Mercy Hospital-Buffalo,Buffalo,NY,33015,Buffalo,NY,299,Buffalo,NY
330285,Strong Memorial/U of Rochester,Rochester,NY,33107,Rochester,NY,304,Rochester,NY
330286,Good Samaritan Hosp-West Islip,West Islip,NY,33137,West Islip,NY,301,East Long Island,NY
330304,White Plains Hospital Center,White Plains,NY,33139,White Plains,NY,308,White Plains,NY
330306,Lutheran Medical Center,Brooklyn,NY,33014,Brooklyn,NY,303,Manhattan,NY
330307,Cayuga Medical Center at Ithaca,Ithaca,NY,33056,Ithaca,NY,304,Rochester,NY
330316,New York Westchester Sq Med Ctr,Bronx,NY,33012,Bronx,NY,297,Bronx,NY
330331,North Shore Univ Hosp-Plainview,Plainview,NY,33098,Plainview,NY,301,East Long Island,NY
330332,St. Joseph Hospital-Bethpage,Bethpage,NY,33009,Bethpage,NY,301,East Long Island,NY
330340,Southampton Hospital,Southampton,NY,33118,Southampton,NY,301,East Long Island,NY
330350,SUNY Downstate Medical Center,Brooklyn,NY,33014,Brooklyn,NY,303,Manhattan,NY
330353,Forest Hills Hospital,Forest Hills,NY,33039,Flushing,NY,301,East Long Island,NY
330354,Roswell Park Cancer Institute,Buffalo,NY,33015,Buffalo,NY,299,Buffalo,NY
330372,Franklin Hospital,Valley Stream,NY,33130,Valley Stream,NY,301,East Long Island,NY
330385,North Central Bronx Hospital,Bronx,NY,33012,Bronx,NY,297,Bronx,NY
330386,Catskill Regional Med Ctr-Harris,Harris,NY,33050,Harris,NY,295,Albany,NY
330393,Stony Brook University Med Ctr,Stony Brook,NY,33122,Stony Brook,NY,301,East Long Island,NY
330394,United Hlth Svcs Hosps-Binghamton,Johnson City,NY,33010,Binghamton,NY,296,Binghamton,NY
330395,St. John's Episcopal-South Shore,Far Rockaway,NY,33038,Far Rockaway,NY,301,East Long Island,NY
330396,Woodhull Med and Mental Hlth Ctr,Brooklyn,NY,33014,Brooklyn,NY,303,Manhattan,NY
330397,Interfaith Medical Center,Brooklyn,NY,33014,Brooklyn,NY,303,Manhattan,NY
330399,St. Barnabas Hospital,Bronx,NY,33012,Bronx,NY,297,Bronx,NY
